V1,V2,V3,V4,V5,species,Sample1,Sample2
Met5792_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8615_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,99.0292,1385,1638,Klebsiella pneumoniae,Met5792,Met8615
Met5792_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8697_Megahit_refinement_outMetawrap_50_10_bins_bin.17.fa,98.9431,1297,1638,Klebsiella pneumoniae,Met5792,Met8697
Met5792_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5715_refinement_out_metawrap_50_10_bins_bin.11.fa,98.9316,977,1638,Klebsiella pneumoniae,Met5792,Met5715
Met5792_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5678_refinement_out_metawrap_50_10_bins_bin.2.fa,98.6885,778,1638,Klebsiella pneumoniae,Met5792,Met5678
Met5801_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5701_refinement_out_metawrap_50_10_bins_bin.1.fa,99.9911,1646,1657,Klebsiella pneumoniae,Met5801,Met5701
Met5801_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5712_refinement_out_metawrap_50_10_bins_bin.1.fa,99.99,1653,1657,Klebsiella pneumoniae,Met5801,Met5712
Met5801_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8635_spades_refinement_out_metawrap_50_10_bins_bin.11.fa,99.987,1621,1657,Klebsiella pneumoniae,Met5801,Met8635
Met5801_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5787_refinement_out_metawrap_50_10_bins_bin.2.fa,99.9828,1599,1657,Klebsiella pneumoniae,Met5801,Met5787
Met5801_refinement_out_metawrap_50_10_bins_bin.2.fa,Met4841_bins_refined_metawrap_50_10_bins_bin.2.spades.fa,99.9757,1577,1657,Klebsiella pneumoniae,Met5801,Met4841
Met5801_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5657_refinement_out_metawrap_50_10_bins_bin.15.fa,99.9527,1578,1657,Klebsiella pneumoniae,Met5801,Met5657
Met5801_refinement_out_metawrap_50_10_bins_bin.2.fa,Met4847_bins_refined_metawrap_50_10_bins_bin.5.spades.fa,99.9129,1575,1657,Klebsiella pneumoniae,Met5801,Met4847
Met5801_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5750_refinement_out_metawrap_50_10_bins_bin.2.fa,99.908,1475,1657,Klebsiella pneumoniae,Met5801,Met5750
Met5801_refinement_out_metawrap_50_10_bins_bin.2.fa,Met4860_bins_refined_metawrap_50_10_bins_bin.1.spades.fa,99.9048,1515,1657,Klebsiella pneumoniae,Met5801,Met4860
Met5801_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8616_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,99.858,1414,1657,Klebsiella pneumoniae,Met5801,Met8616
Met5801_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8727_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,99.8175,1276,1657,Klebsiella pneumoniae,Met5801,Met8727
Met5801_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.1.fa,99.4608,1445,1657,Klebsiella pneumoniae,Met5801,Met8648
Met5801_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5678_refinement_out_metawrap_50_10_bins_bin.2.fa,99.3677,811,1657,Klebsiella pneumoniae,Met5801,Met5678
Met5801_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5739_refinement_out_metawrap_50_10_bins_bin.5.fa,99.3388,1457,1657,Klebsiella pneumoniae,Met5801,Met5739
Met5801_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5809_refinement_out_metawrap_50_10_bins_bin.12.fa,99.2305,1541,1657,Klebsiella pneumoniae,Met5801,Met5809
Met5801_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8587_megahit_refinement_out_metawrap_50_10_bins_bin.3.fa,99.222,1546,1657,Klebsiella pneumoniae,Met5801,Met8587
Met5801_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8720_spades_refinement_out_metawrap_50_10_bins_bin.19.fa,99.2085,1496,1657,Klebsiella pneumoniae,Met5801,Met8720
Met5801_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.2.fa,99.1995,1531,1657,Klebsiella pneumoniae,Met5801,Met8661
Met5801_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5792_refinement_out_metawrap_50_10_bins_bin.2.fa,99.1935,1537,1657,Klebsiella pneumoniae,Met5801,Met5792
Met5801_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8710_Megahit_refinement_outMetawrap_50_10_bins_bin.2.fa,99.1183,1548,1657,Klebsiella pneumoniae,Met5801,Met8710
Met5801_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5764_refinement_out_metawrap_50_10_bins_bin.2.fa,99.108,1560,1657,Klebsiella pneumoniae,Met5801,Met5764
Met5801_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5763_refinement_out_metawrap_50_10_bins_bin.1.fa,99.0745,1495,1657,Klebsiella pneumoniae,Met5801,Met5763
Met5801_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8615_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,99.0103,1394,1657,Klebsiella pneumoniae,Met5801,Met8615
Met5801_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5715_refinement_out_metawrap_50_10_bins_bin.11.fa,98.9319,991,1657,Klebsiella pneumoniae,Met5801,Met5715
Met5801_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8697_Megahit_refinement_outMetawrap_50_10_bins_bin.17.fa,98.9222,1324,1657,Klebsiella pneumoniae,Met5801,Met8697
Met5809_refinement_out_metawrap_50_10_bins_bin.12.fa,Met4860_bins_refined_metawrap_50_10_bins_bin.1.spades.fa,99.305,1479,1650,Klebsiella pneumoniae,Met5809,Met4860
Met5809_refinement_out_metawrap_50_10_bins_bin.12.fa,Met5801_refinement_out_metawrap_50_10_bins_bin.2.fa,99.277,1544,1650,Klebsiella pneumoniae,Met5809,Met5801
Met5809_refinement_out_metawrap_50_10_bins_bin.12.fa,Met8635_spades_refinement_out_metawrap_50_10_bins_bin.11.fa,99.2712,1534,1650,Klebsiella pneumoniae,Met5809,Met8635
Met5809_refinement_out_metawrap_50_10_bins_bin.12.fa,Met5701_refinement_out_metawrap_50_10_bins_bin.1.fa,99.2664,1550,1650,Klebsiella pneumoniae,Met5809,Met5701
Met5809_refinement_out_metawrap_50_10_bins_bin.12.fa,Met5712_refinement_out_metawrap_50_10_bins_bin.1.fa,99.2618,1557,1650,Klebsiella pneumoniae,Met5809,Met5712
Met5809_refinement_out_metawrap_50_10_bins_bin.12.fa,Met4841_bins_refined_metawrap_50_10_bins_bin.2.spades.fa,99.2522,1494,1650,Klebsiella pneumoniae,Met5809,Met4841
Met5809_refinement_out_metawrap_50_10_bins_bin.12.fa,Met5787_refinement_out_metawrap_50_10_bins_bin.2.fa,99.2361,1512,1650,Klebsiella pneumoniae,Met5809,Met5787
Met5809_refinement_out_metawrap_50_10_bins_bin.12.fa,Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.2.fa,99.2325,1520,1650,Klebsiella pneumoniae,Met5809,Met8661
Met5809_refinement_out_metawrap_50_10_bins_bin.12.fa,Met8616_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,99.2317,1393,1650,Klebsiella pneumoniae,Met5809,Met8616
Met5809_refinement_out_metawrap_50_10_bins_bin.12.fa,Met5750_refinement_out_metawrap_50_10_bins_bin.2.fa,99.2211,1409,1650,Klebsiella pneumoniae,Met5809,Met5750
Met5809_refinement_out_metawrap_50_10_bins_bin.12.fa,Met5739_refinement_out_metawrap_50_10_bins_bin.5.fa,99.1948,1439,1650,Klebsiella pneumoniae,Met5809,Met5739
Met5809_refinement_out_metawrap_50_10_bins_bin.12.fa,Met5657_refinement_out_metawrap_50_10_bins_bin.15.fa,99.1833,1511,1650,Klebsiella pneumoniae,Met5809,Met5657
Met5809_refinement_out_metawrap_50_10_bins_bin.12.fa,Met8720_spades_refinement_out_metawrap_50_10_bins_bin.19.fa,99.1717,1484,1650,Klebsiella pneumoniae,Met5809,Met8720
Met5809_refinement_out_metawrap_50_10_bins_bin.12.fa,Met5792_refinement_out_metawrap_50_10_bins_bin.2.fa,99.1616,1520,1650,Klebsiella pneumoniae,Met5809,Met5792
Met5809_refinement_out_metawrap_50_10_bins_bin.12.fa,Met8587_megahit_refinement_out_metawrap_50_10_bins_bin.3.fa,99.1544,1512,1650,Klebsiella pneumoniae,Met5809,Met8587
Met5809_refinement_out_metawrap_50_10_bins_bin.12.fa,Met4847_bins_refined_metawrap_50_10_bins_bin.5.spades.fa,99.1459,1480,1650,Klebsiella pneumoniae,Met5809,Met4847
Met5809_refinement_out_metawrap_50_10_bins_bin.12.fa,Met5764_refinement_out_metawrap_50_10_bins_bin.2.fa,99.1098,1529,1650,Klebsiella pneumoniae,Met5809,Met5764
Met5809_refinement_out_metawrap_50_10_bins_bin.12.fa,Met8727_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,99.1069,1228,1650,Klebsiella pneumoniae,Met5809,Met8727
Met5809_refinement_out_metawrap_50_10_bins_bin.12.fa,Met8710_Megahit_refinement_outMetawrap_50_10_bins_bin.2.fa,99.1052,1537,1650,Klebsiella pneumoniae,Met5809,Met8710
Met5809_refinement_out_metawrap_50_10_bins_bin.12.fa,Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.1.fa,99.095,1438,1650,Klebsiella pneumoniae,Met5809,Met8648
Met5809_refinement_out_metawrap_50_10_bins_bin.12.fa,Met5763_refinement_out_metawrap_50_10_bins_bin.1.fa,99.0665,1488,1650,Klebsiella pneumoniae,Met5809,Met5763
Met5809_refinement_out_metawrap_50_10_bins_bin.12.fa,Met8697_Megahit_refinement_outMetawrap_50_10_bins_bin.17.fa,99.0262,1289,1650,Klebsiella pneumoniae,Met5809,Met8697
Met5809_refinement_out_metawrap_50_10_bins_bin.12.fa,Met8615_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,99.0001,1400,1650,Klebsiella pneumoniae,Met5809,Met8615
Met5809_refinement_out_metawrap_50_10_bins_bin.12.fa,Met5715_refinement_out_metawrap_50_10_bins_bin.11.fa,98.7872,984,1650,Klebsiella pneumoniae,Met5809,Met5715
Met5809_refinement_out_metawrap_50_10_bins_bin.12.fa,Met5678_refinement_out_metawrap_50_10_bins_bin.2.fa,98.6983,772,1650,Klebsiella pneumoniae,Met5809,Met5678
Met8587_megahit_refinement_out_metawrap_50_10_bins_bin.3.fa,Met5792_refinement_out_metawrap_50_10_bins_bin.2.fa,99.9674,1586,1640,Klebsiella pneumoniae,Met8587,Met5792
Met8587_megahit_refinement_out_metawrap_50_10_bins_bin.3.fa,Met8720_spades_refinement_out_metawrap_50_10_bins_bin.19.fa,99.9583,1536,1640,Klebsiella pneumoniae,Met8587,Met8720
Met8587_megahit_refinement_out_metawrap_50_10_bins_bin.3.fa,Met5657_refinement_out_metawrap_50_10_bins_bin.15.fa,99.2839,1501,1640,Klebsiella pneumoniae,Met8587,Met5657
Met8587_megahit_refinement_out_metawrap_50_10_bins_bin.3.fa,Met5701_refinement_out_metawrap_50_10_bins_bin.1.fa,99.2758,1522,1640,Klebsiella pneumoniae,Met8587,Met5701
Met8587_megahit_refinement_out_metawrap_50_10_bins_bin.3.fa,Met5787_refinement_out_metawrap_50_10_bins_bin.2.fa,99.2617,1491,1640,Klebsiella pneumoniae,Met8587,Met5787
Met8587_megahit_refinement_out_metawrap_50_10_bins_bin.3.fa,Met8635_spades_refinement_out_metawrap_50_10_bins_bin.11.fa,99.26,1524,1640,Klebsiella pneumoniae,Met8587,Met8635
Met8587_megahit_refinement_out_metawrap_50_10_bins_bin.3.fa,Met5712_refinement_out_metawrap_50_10_bins_bin.1.fa,99.2503,1545,1640,Klebsiella pneumoniae,Met8587,Met5712
Met8587_megahit_refinement_out_metawrap_50_10_bins_bin.3.fa,Met5801_refinement_out_metawrap_50_10_bins_bin.2.fa,99.249,1541,1640,Klebsiella pneumoniae,Met8587,Met5801
Met8587_megahit_refinement_out_metawrap_50_10_bins_bin.3.fa,Met8616_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,99.2412,1372,1640,Klebsiella pneumoniae,Met8587,Met8616
Met8587_megahit_refinement_out_metawrap_50_10_bins_bin.3.fa,Met5750_refinement_out_metawrap_50_10_bins_bin.2.fa,99.2375,1406,1640,Klebsiella pneumoniae,Met8587,Met5750
Met8587_megahit_refinement_out_metawrap_50_10_bins_bin.3.fa,Met4841_bins_refined_metawrap_50_10_bins_bin.2.spades.fa,99.236,1501,1640,Klebsiella pneumoniae,Met8587,Met4841
Met8587_megahit_refinement_out_metawrap_50_10_bins_bin.3.fa,Met4860_bins_refined_metawrap_50_10_bins_bin.1.spades.fa,99.2237,1466,1640,Klebsiella pneumoniae,Met8587,Met4860
Met8587_megahit_refinement_out_metawrap_50_10_bins_bin.3.fa,Met5809_refinement_out_metawrap_50_10_bins_bin.12.fa,99.2191,1511,1640,Klebsiella pneumoniae,Met8587,Met5809
Met8587_megahit_refinement_out_metawrap_50_10_bins_bin.3.fa,Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.2.fa,99.2074,1511,1640,Klebsiella pneumoniae,Met8587,Met8661
Met8587_megahit_refinement_out_metawrap_50_10_bins_bin.3.fa,Met5763_refinement_out_metawrap_50_10_bins_bin.1.fa,99.1926,1469,1640,Klebsiella pneumoniae,Met8587,Met5763
Met8587_megahit_refinement_out_metawrap_50_10_bins_bin.3.fa,Met4847_bins_refined_metawrap_50_10_bins_bin.5.spades.fa,99.17,1477,1640,Klebsiella pneumoniae,Met8587,Met4847
Met8587_megahit_refinement_out_metawrap_50_10_bins_bin.3.fa,Met5739_refinement_out_metawrap_50_10_bins_bin.5.fa,99.1661,1422,1640,Klebsiella pneumoniae,Met8587,Met5739
Met8587_megahit_refinement_out_metawrap_50_10_bins_bin.3.fa,Met8727_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,99.164,1226,1640,Klebsiella pneumoniae,Met8587,Met8727
Met8587_megahit_refinement_out_metawrap_50_10_bins_bin.3.fa,Met8710_Megahit_refinement_outMetawrap_50_10_bins_bin.2.fa,99.1304,1533,1640,Klebsiella pneumoniae,Met8587,Met8710
Met8587_megahit_refinement_out_metawrap_50_10_bins_bin.3.fa,Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.1.fa,99.1166,1427,1640,Klebsiella pneumoniae,Met8587,Met8648
Met8587_megahit_refinement_out_metawrap_50_10_bins_bin.3.fa,Met5764_refinement_out_metawrap_50_10_bins_bin.2.fa,99.1135,1538,1640,Klebsiella pneumoniae,Met8587,Met5764
Met8587_megahit_refinement_out_metawrap_50_10_bins_bin.3.fa,Met8615_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,99.0339,1381,1640,Klebsiella pneumoniae,Met8587,Met8615
Met8587_megahit_refinement_out_metawrap_50_10_bins_bin.3.fa,Met8697_Megahit_refinement_outMetawrap_50_10_bins_bin.17.fa,98.9763,1307,1640,Klebsiella pneumoniae,Met8587,Met8697
Met8587_megahit_refinement_out_metawrap_50_10_bins_bin.3.fa,Met5715_refinement_out_metawrap_50_10_bins_bin.11.fa,98.9152,974,1640,Klebsiella pneumoniae,Met8587,Met5715
Met8587_megahit_refinement_out_metawrap_50_10_bins_bin.3.fa,Met5678_refinement_out_metawrap_50_10_bins_bin.2.fa,98.735,774,1640,Klebsiella pneumoniae,Met8587,Met5678
Met8615_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5763_refinement_out_metawrap_50_10_bins_bin.1.fa,99.9771,1492,1535,Klebsiella pneumoniae,Met8615,Met5763
Met8615_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5739_refinement_out_metawrap_50_10_bins_bin.5.fa,99.7624,1387,1535,Klebsiella pneumoniae,Met8615,Met5739
Met8615_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5764_refinement_out_metawrap_50_10_bins_bin.2.fa,99.2222,1445,1535,Klebsiella pneumoniae,Met8615,Met5764
Met8615_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8710_Megahit_refinement_outMetawrap_50_10_bins_bin.2.fa,99.2051,1448,1535,Klebsiella pneumoniae,Met8615,Met8710
Met8615_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8616_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,99.1829,1303,1535,Klebsiella pneumoniae,Met8615,Met8616
Met8615_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5657_refinement_out_metawrap_50_10_bins_bin.15.fa,99.1505,1406,1535,Klebsiella pneumoniae,Met8615,Met5657
Met8615_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met4860_bins_refined_metawrap_50_10_bins_bin.1.spades.fa,99.1458,1358,1535,Klebsiella pneumoniae,Met8615,Met4860
Met8615_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5787_refinement_out_metawrap_50_10_bins_bin.2.fa,99.1454,1376,1535,Klebsiella pneumoniae,Met8615,Met5787
Met8615_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8587_megahit_refinement_out_metawrap_50_10_bins_bin.3.fa,99.1407,1389,1535,Klebsiella pneumoniae,Met8615,Met8587
Met8615_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5712_refinement_out_metawrap_50_10_bins_bin.1.fa,99.1331,1413,1535,Klebsiella pneumoniae,Met8615,Met5712
Met8615_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met4841_bins_refined_metawrap_50_10_bins_bin.2.spades.fa,99.1306,1379,1535,Klebsiella pneumoniae,Met8615,Met4841
Met8615_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5809_refinement_out_metawrap_50_10_bins_bin.12.fa,99.1303,1402,1535,Klebsiella pneumoniae,Met8615,Met5809
Met8615_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5701_refinement_out_metawrap_50_10_bins_bin.1.fa,99.1293,1409,1535,Klebsiella pneumoniae,Met8615,Met5701
Met8615_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5792_refinement_out_metawrap_50_10_bins_bin.2.fa,99.1264,1398,1535,Klebsiella pneumoniae,Met8615,Met5792
Met8615_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5801_refinement_out_metawrap_50_10_bins_bin.2.fa,99.12,1410,1535,Klebsiella pneumoniae,Met8615,Met5801
Met8615_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.2.fa,99.1116,1432,1535,Klebsiella pneumoniae,Met8615,Met8661
Met8615_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8720_spades_refinement_out_metawrap_50_10_bins_bin.19.fa,99.0999,1373,1535,Klebsiella pneumoniae,Met8615,Met8720
Met8615_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8635_spades_refinement_out_metawrap_50_10_bins_bin.11.fa,99.0935,1400,1535,Klebsiella pneumoniae,Met8615,Met8635
Met8615_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.1.fa,99.076,1340,1535,Klebsiella pneumoniae,Met8615,Met8648
Met8615_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5750_refinement_out_metawrap_50_10_bins_bin.2.fa,99.0427,1300,1535,Klebsiella pneumoniae,Met8615,Met5750
Met8615_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met4847_bins_refined_metawrap_50_10_bins_bin.5.spades.fa,99.0396,1377,1535,Klebsiella pneumoniae,Met8615,Met4847
Met8615_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8697_Megahit_refinement_outMetawrap_50_10_bins_bin.17.fa,98.9535,1233,1535,Klebsiella pneumoniae,Met8615,Met8697
Met8615_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8727_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,98.927,1154,1535,Klebsiella pneumoniae,Met8615,Met8727
Met8615_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5715_refinement_out_metawrap_50_10_bins_bin.11.fa,98.7777,936,1535,Klebsiella pneumoniae,Met8615,Met5715
Met8615_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5678_refinement_out_metawrap_50_10_bins_bin.2.fa,98.3888,728,1535,Klebsiella pneumoniae,Met8615,Met5678
Met8616_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,Met8635_spades_refinement_out_metawrap_50_10_bins_bin.11.fa,99.974,1443,1466,Klebsiella pneumoniae,Met8616,Met8635
Met8616_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,Met5701_refinement_out_metawrap_50_10_bins_bin.1.fa,99.9574,1440,1466,Klebsiella pneumoniae,Met8616,Met5701
Met8616_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,Met4841_bins_refined_metawrap_50_10_bins_bin.2.spades.fa,99.9542,1416,1466,Klebsiella pneumoniae,Met8616,Met4841
Met8616_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,Met5712_refinement_out_metawrap_50_10_bins_bin.1.fa,99.9516,1447,1466,Klebsiella pneumoniae,Met8616,Met5712
Met8616_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,Met5657_refinement_out_metawrap_50_10_bins_bin.15.fa,99.9505,1428,1466,Klebsiella pneumoniae,Met8616,Met5657
Met8616_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,Met5801_refinement_out_metawrap_50_10_bins_bin.2.fa,99.9475,1442,1466,Klebsiella pneumoniae,Met8616,Met5801
Met8616_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,Met5787_refinement_out_metawrap_50_10_bins_bin.2.fa,99.9445,1404,1466,Klebsiella pneumoniae,Met8616,Met5787
Met8616_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,Met4860_bins_refined_metawrap_50_10_bins_bin.1.spades.fa,99.9263,1395,1466,Klebsiella pneumoniae,Met8616,Met4860
Met8616_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,Met5750_refinement_out_metawrap_50_10_bins_bin.2.fa,99.9127,1327,1466,Klebsiella pneumoniae,Met8616,Met5750
Met8616_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,Met4847_bins_refined_metawrap_50_10_bins_bin.5.spades.fa,99.9003,1397,1466,Klebsiella pneumoniae,Met8616,Met4847
Met8616_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,Met8727_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,99.7647,1171,1466,Klebsiella pneumoniae,Met8616,Met8727
Met8616_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.1.fa,99.4754,1350,1466,Klebsiella pneumoniae,Met8616,Met8648
Met8616_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,Met5739_refinement_out_metawrap_50_10_bins_bin.5.fa,99.4715,1369,1466,Klebsiella pneumoniae,Met8616,Met5739
Met8616_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,Met5678_refinement_out_metawrap_50_10_bins_bin.2.fa,99.3552,737,1466,Klebsiella pneumoniae,Met8616,Met5678
Met8616_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,Met8587_megahit_refinement_out_metawrap_50_10_bins_bin.3.fa,99.3495,1388,1466,Klebsiella pneumoniae,Met8616,Met8587
Met8616_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,Met5792_refinement_out_metawrap_50_10_bins_bin.2.fa,99.326,1388,1466,Klebsiella pneumoniae,Met8616,Met5792
Met8616_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,Met5809_refinement_out_metawrap_50_10_bins_bin.12.fa,99.308,1409,1466,Klebsiella pneumoniae,Met8616,Met5809
Met8616_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.2.fa,99.2964,1397,1466,Klebsiella pneumoniae,Met8616,Met8661
Met8616_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,Met8720_spades_refinement_out_metawrap_50_10_bins_bin.19.fa,99.292,1363,1466,Klebsiella pneumoniae,Met8616,Met8720
Met8616_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,Met5763_refinement_out_metawrap_50_10_bins_bin.1.fa,99.2894,1386,1466,Klebsiella pneumoniae,Met8616,Met5763
Met8616_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,Met8710_Megahit_refinement_outMetawrap_50_10_bins_bin.2.fa,99.2372,1410,1466,Klebsiella pneumoniae,Met8616,Met8710
Met8616_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,Met5764_refinement_out_metawrap_50_10_bins_bin.2.fa,99.2286,1421,1466,Klebsiella pneumoniae,Met8616,Met5764
Met8616_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,Met8615_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,99.1403,1316,1466,Klebsiella pneumoniae,Met8616,Met8615
Met8616_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,Met8697_Megahit_refinement_outMetawrap_50_10_bins_bin.17.fa,99.059,1208,1466,Klebsiella pneumoniae,Met8616,Met8697
Met8616_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,Met5715_refinement_out_metawrap_50_10_bins_bin.11.fa,98.9603,925,1466,Klebsiella pneumoniae,Met8616,Met5715
Met8635_spades_refinement_out_metawrap_50_10_bins_bin.11.fa,Met5701_refinement_out_metawrap_50_10_bins_bin.1.fa,99.9954,1637,1665,Klebsiella pneumoniae,Met8635,Met5701
Met8635_spades_refinement_out_metawrap_50_10_bins_bin.11.fa,Met5801_refinement_out_metawrap_50_10_bins_bin.2.fa,99.9901,1632,1665,Klebsiella pneumoniae,Met8635,Met5801
Met8635_spades_refinement_out_metawrap_50_10_bins_bin.11.fa,Met5712_refinement_out_metawrap_50_10_bins_bin.1.fa,99.9887,1649,1665,Klebsiella pneumoniae,Met8635,Met5712
Met8635_spades_refinement_out_metawrap_50_10_bins_bin.11.fa,Met4841_bins_refined_metawrap_50_10_bins_bin.2.spades.fa,99.9807,1583,1665,Klebsiella pneumoniae,Met8635,Met4841
Met8635_spades_refinement_out_metawrap_50_10_bins_bin.11.fa,Met5787_refinement_out_metawrap_50_10_bins_bin.2.fa,99.9647,1596,1665,Klebsiella pneumoniae,Met8635,Met5787
Met8635_spades_refinement_out_metawrap_50_10_bins_bin.11.fa,Met5657_refinement_out_metawrap_50_10_bins_bin.15.fa,99.9635,1569,1665,Klebsiella pneumoniae,Met8635,Met5657
Met8635_spades_refinement_out_metawrap_50_10_bins_bin.11.fa,Met5750_refinement_out_metawrap_50_10_bins_bin.2.fa,99.9323,1472,1665,Klebsiella pneumoniae,Met8635,Met5750
Met8635_spades_refinement_out_metawrap_50_10_bins_bin.11.fa,Met4860_bins_refined_metawrap_50_10_bins_bin.1.spades.fa,99.9242,1517,1665,Klebsiella pneumoniae,Met8635,Met4860
Met8635_spades_refinement_out_metawrap_50_10_bins_bin.11.fa,Met4847_bins_refined_metawrap_50_10_bins_bin.5.spades.fa,99.921,1588,1665,Klebsiella pneumoniae,Met8635,Met4847
Met8635_spades_refinement_out_metawrap_50_10_bins_bin.11.fa,Met8727_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,99.8589,1275,1665,Klebsiella pneumoniae,Met8635,Met8727
Met8635_spades_refinement_out_metawrap_50_10_bins_bin.11.fa,Met8616_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,99.8487,1422,1665,Klebsiella pneumoniae,Met8635,Met8616
